phase,world_count,route_length,capacity_condition,baseline_variant,comparison_variant,metric,mean_difference_cirm_minus_comparison,cohen_d_cirm_minus_comparison,n_cirm,n_comparison
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_2,first_step_context_accuracy,0.875,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,route_table_accuracy_all,0.0625,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_seen_routes,0.75,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,first_step_context_accuracy,0.75,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,route_table_accuracy_all,0.04166666666666674,517315306863086.56,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_seen_routes,0.5,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,first_step_context_accuracy,0.5,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,16,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,route_table_accuracy_all,0.999853515625,8975.721776804736,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_seen_routes,0.999609375,1481.778377094068,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_suffix_routes,0.9998418898809524,9353.206518605331,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_shared_transition_table,route_table_accuracy_all,0.05859375,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_seen_routes,0.9375,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_shared_transition_table,first_step_context_accuracy,0.9375,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_2,route_table_accuracy_all,0.0546875,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_2,composition_accuracy_seen_routes,0.875,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_2,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_2,first_step_context_accuracy,0.875,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,route_table_accuracy_all,0.046875,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_seen_routes,0.75,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,first_step_context_accuracy,0.75,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,route_table_accuracy_all,0.03125,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_seen_routes,0.5,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,first_step_context_accuracy,0.5,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,16,16,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_context_gated_transition_table,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_context_gated_transition_table,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,route_table_accuracy_all,0.9995279947916667,3646.100097114974,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_seen_routes,0.999609375,1900.5858612883114,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_suffix_routes,0.9994140625,2026.7501937107154,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_shared_transition_table,route_table_accuracy_all,0.2421875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_seen_routes,0.96875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_shared_transition_table,first_step_context_accuracy,0.96875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,route_table_accuracy_all,0.125,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_seen_routes,0.5,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,first_step_context_accuracy,0.5,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,route_table_accuracy_all,0.21875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_seen_routes,0.875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,first_step_context_accuracy,0.875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,route_table_accuracy_all,0.1875,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_seen_routes,0.75,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,first_step_context_accuracy,0.75,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,4,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_context_gated_transition_table,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_context_gated_transition_table,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,route_table_accuracy_all,0.9998128255208333,8353.256085732075,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_seen_routes,0.9999348958333333,4856.942258252614,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_suffix_routes,0.9998155381944445,6594.049357987816,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_shared_transition_table,route_table_accuracy_all,0.12109375,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_seen_routes,0.96875,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_shared_transition_table,first_step_context_accuracy,0.96875,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,route_table_accuracy_all,0.0625,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_seen_routes,0.5,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,first_step_context_accuracy,0.5,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,route_table_accuracy_all,0.109375,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_seen_routes,0.875,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,first_step_context_accuracy,0.875,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,route_table_accuracy_all,0.09375,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_seen_routes,0.75,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,first_step_context_accuracy,0.75,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,8,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_context_gated_transition_table,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_context_gated_transition_table,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,route_table_accuracy_all,0.9998046875,11792.487933075196,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_seen_routes,0.9998697916666667,3528.257012243361,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_suffix_routes,0.999921875,13231.652998350206,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,first_step_context_accuracy,0.9994791666666667,2159.7632431974266,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_shared_transition_table,route_table_accuracy_all,0.08072916666666674,1002298407047229.4,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_seen_routes,0.96875,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_shared_transition_table,first_step_context_accuracy,0.96875,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,route_table_accuracy_all,0.04166666666666674,517315306863086.56,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_seen_routes,0.5,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,first_step_context_accuracy,0.5,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,route_table_accuracy_all,0.07291666666666674,905301787010400.9,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_seen_routes,0.875,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,first_step_context_accuracy,0.875,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,route_table_accuracy_all,0.0625,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_seen_routes,0.75,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,baseline_superposition_hash_slots_8,first_step_context_accuracy,0.75,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_recurrence_at_eval,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,12,none,exp13_2_cirm_full,exp13_2_cirm_no_structural_plasticity,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_context_gated_transition_table,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,route_table_accuracy_all,0.9998128255208333,16850.62523536656,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_seen_routes,1.0,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,composition_accuracy_suffix_routes,0.9999395461309524,20404.62269725994,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_recurrent_non_plastic_rule,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,route_table_accuracy_all,1.0,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,composition_accuracy_suffix_routes,1.0,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_route_endpoint_memorizer,first_step_context_accuracy,1.0,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_shared_transition_table,route_table_accuracy_all,0.060546875,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_seen_routes,0.96875,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_shared_transition_table,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_shared_transition_table,first_step_context_accuracy,0.96875,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,route_table_accuracy_all,0.03125,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_seen_routes,0.5,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_16,first_step_context_accuracy,0.5,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,route_table_accuracy_all,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_seen_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_32,first_step_context_accuracy,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,route_table_accuracy_all,0.0546875,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_seen_routes,0.875,inf,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,composition_accuracy_suffix_routes,0.0,0.0,20,20
baseline_comparison,32,16,none,exp13_2_cirm_full,baseline_superposition_hash_slots_4,first_step_context_accuracy,0.875,inf,20,20
